pos;artist_name;playlist_index;artist_uri;album_uri;duration_ms_x;album_name;track_uri;track_name;Unnamed: 0;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;id;track_href;analysis_url;duration_ms_y;time_signature;chunk_x;genero;chunk_y;Unnamed: 3;loudness_mW
25;Gorillaz;1;spotify:artist:3AA28KZvwAUcZuOKwyblJQ;spotify:album:2dIGnmEIy1WZIcZCFSj6i8;233866;Plastic Beach;spotify:track:0q6LuUqGLUiCPP1cbdwFs3;On Melancholy Hill;72;0.689;0.739;2;-5.81;1;0.026;1.51e-05;0.509;0.064;0.578;120.423;audio_features;0q6LuUqGLUiCPP1cbdwFs3;https://api.spotify.com/v1/tracks/0q6LuUqGLUiCPP1cbdwFs3;https://api.spotify.com/v1/audio-analysis/0q6LuUqGLUiCPP1cbdwFs3;233867;4;5;['alternative hip hop', 'modern rock', 'rock'];4.0;;0.26242185433844417
26;Vampire Weekend;1;spotify:artist:5BvJzeQpmsdsFp4HGUYUEx;spotify:album:5oXBmKbyJeQftWMo87cQ9F;137760;Vampire Weekend;spotify:track:5dKBaysNJtfpyNTRa5lqDb;A-Punk;73;0.551;0.821;2;-4.489;1;0.0539;0.0102;0.0438;0.153;0.842;174.923;audio_features;5dKBaysNJtfpyNTRa5lqDb;https://api.spotify.com/v1/tracks/5dKBaysNJtfpyNTRa5lqDb;https://api.spotify.com/v1/audio-analysis/5dKBaysNJtfpyNTRa5lqDb;137760;4;5;['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock'];2.0;;0.355713215134588
27;The Beatles;1;spotify:artist:3WrFJ7ztbogyGnTHbHJFl2;spotify:album:1aYdiJk6XKeHWGO3FzHHTr;127853;With The Beatles;spotify:track:4joiWvli4qJVEW6qZV2i2J;All My Loving - Remastered;74;0.416;0.563;1;-8.724;0;0.0298;0.207;0.0;0.343;0.9;77.56;audio_features;4joiWvli4qJVEW6qZV2i2J;https://api.spotify.com/v1/tracks/4joiWvli4qJVEW6qZV2i2J;https://api.spotify.com/v1/audio-analysis/4joiWvli4qJVEW6qZV2i2J;127853;4;5;['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock'];4.0;;0.13415287982661264
28;Electric Light Orchestra;1;spotify:artist:7jefIIksOi1EazgRTfW2Pk;spotify:album:3usnShwygMXVZB4IV5dwnU;303373;Out of the Blue;spotify:track:2RlgNHKcydI9sayD2Df2xp;Mr. Blue Sky;75;0.388;0.338;10;-10.054;1;0.0329;0.652;3.73e-06;0.248;0.478;177.765;audio_features;2RlgNHKcydI9sayD2Df2xp;https://api.spotify.com/v1/tracks/2RlgNHKcydI9sayD2Df2xp;https://api.spotify.com/v1/audio-analysis/2RlgNHKcydI9sayD2Df2xp;303373;4;5;['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock'];4.0;;0.09876430227771062
29;Dirty Heads;1;spotify:artist:6GkJh85o22LfD2vgL9DP6f;spotify:album:5sfADrGjV3NsjweKZzriPX;217520;Any Port In A Storm;spotify:track:4duRCqphyoANSfH8oUl6c2;Lay Me Down;76;0.71;0.725;7;-7.451;1;0.105;0.073;1.52e-06;0.0912;0.768;170.101;audio_features;4duRCqphyoANSfH8oUl6c2;https://api.spotify.com/v1/tracks/4duRCqphyoANSfH8oUl6c2;https://api.spotify.com/v1/audio-analysis/4duRCqphyoANSfH8oUl6c2;217520;4;5;['reggae fusion', 'reggae rock'];4.0;;0.179845675747694
30;Florence + The Machine;1;spotify:artist:1moxjboGR7GNWYIMWsRjgG;spotify:album:2FgknX5e7fJlriQtxvpLhZ;251840;Lungs;spotify:track:1YLJVmuzeM2YSUkCCaTNUB;Dog Days Are Over;77;0.492;0.81;7;-5.315;1;0.0847;0.0416;0.00379;0.117;0.245;149.954;audio_features;1YLJVmuzeM2YSUkCCaTNUB;https://api.spotify.com/v1/tracks/1YLJVmuzeM2YSUkCCaTNUB;https://api.spotify.com/v1/audio-analysis/1YLJVmuzeM2YSUkCCaTNUB;251840;4;5;['baroque pop', 'electropop', 'modern rock', 'neo mellow', 'uk alternative pop'];4.0;;0.2941033693747307
31;Red Hot Chili Peppers;1;spotify:artist:0L8ExT028jH3ddEcZwqJJ5;spotify:album:7xl50xr9NDkd3i2kBbzsNZ;241840;Stadium Arcadium;spotify:track:37kTASujIfZZ27NV7PfIrf;Hard To Concentrate;78;0.641;0.502;7;-7.334;1;0.0251;0.156;4.35e-06;0.311;0.326;105.634;audio_features;37kTASujIfZZ27NV7PfIrf;https://api.spotify.com/v1/tracks/37kTASujIfZZ27NV7PfIrf;https://api.spotify.com/v1/audio-analysis/37kTASujIfZZ27NV7PfIrf;241840;4;5;['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock'];4.0;;0.18475661637660268
32;Grouplove;1;spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx;spotify:album:6OTry12C08dF4Snq4rcE6E;227800;Big Mess;spotify:track:4hAhyE1iL07EIUJnqw2bsV;Welcome To Your Life;79;0.511;0.617;10;-5.883;1;0.0313;0.00223;0.0;0.201;0.404;90.951;audio_features;4hAhyE1iL07EIUJnqw2bsV;https://api.spotify.com/v1/tracks/4hAhyE1iL07EIUJnqw2bsV;https://api.spotify.com/v1/audio-analysis/4hAhyE1iL07EIUJnqw2bsV;227800;4;5;['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pov: indie'];4.0;;0.25804770444360237
33;Red Hot Chili Peppers;1;spotify:artist:0L8ExT028jH3ddEcZwqJJ5;spotify:album:53tvjWbVNZKd3CvpENkzOC;289533;Greatest Hits;spotify:track:3arKRnq9OUd7yq6LRwVW8I;Soul To Squeeze;80;0.663;0.546;5;-5.234;1;0.0269;0.0322;0.000572;0.107;0.656;88.171;audio_features;3arKRnq9OUd7yq6LRwVW8I;https://api.spotify.com/v1/tracks/3arKRnq9OUd7yq6LRwVW8I;https://api.spotify.com/v1/audio-analysis/3arKRnq9OUd7yq6LRwVW8I;289533;4;5;['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock'];4.0;;0.2996401459934444
34;UB40;1;spotify:artist:69MEO1AADKg1IZrq2XLzo5;spotify:album:6T31ynBNvwXQ5q6JrMQg2r;183853;Alle 40 Goed;spotify:track:1vYew137WJ69SFp9oez3xm;Red Red Wine - Edit;81;0.858;0.396;1;-10.777;1;0.0515;0.00137;1.08e-05;0.119;0.831;89.108;audio_features;1vYew137WJ69SFp9oez3xm;https://api.spotify.com/v1/tracks/1vYew137WJ69SFp9oez3xm;https://api.spotify.com/v1/audio-analysis/1vYew137WJ69SFp9oez3xm;183853;4;5;['reggae fusion', 'uk reggae'];4.0;;0.0836180431755886
35;The Beatles;1;spotify:artist:3WrFJ7ztbogyGnTHbHJFl2;spotify:album:19K3IHYeVkUTjcBHGfbCOi;125666;Help!;spotify:track:1e0hllQ23AG0QGFgezgLOq;Yesterday - Remastered;82;0.332;0.179;5;-11.83;1;0.0326;0.879;0.0;0.0886;0.315;96.529;audio_features;1e0hllQ23AG0QGFgezgLOq;https://api.spotify.com/v1/tracks/1e0hllQ23AG0QGFgezgLOq;https://api.spotify.com/v1/audio-analysis/1e0hllQ23AG0QGFgezgLOq;125667;4;5;['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock'];4.0;;0.06561452663029053
36;Death Cab for Cutie;1;spotify:artist:0YrtvWJMgSdVrk3SfNjTbx;spotify:album:1NFGnxmeIEBakre4DvLaJq;229413;Plans;spotify:track:5yc59J3MR3tVDPTOgwgRI5;Soul Meets Body;83;0.621;0.853;2;-5.735;0;0.0253;0.0767;3.26e-06;0.0893;0.714;128.142;audio_features;5yc59J3MR3tVDPTOgwgRI5;https://api.spotify.com/v1/tracks/5yc59J3MR3tVDPTOgwgRI5;https://api.spotify.com/v1/audio-analysis/5yc59J3MR3tVDPTOgwgRI5;229413;4;5;['alternative rock', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie'];4.0;;0.2669930767129589
37;Red Hot Chili Peppers;1;spotify:artist:0L8ExT028jH3ddEcZwqJJ5;spotify:album:6deiaArbeoqp1xPEGdEKp1;192826;By The Way;spotify:track:3oP2vxUR2bjFCrU9YolGnM;I Could Die For You;84;0.377;0.734;9;-3.645;1;0.0334;0.0985;0.0;0.0942;0.393;169.988;audio_features;3oP2vxUR2bjFCrU9YolGnM;https://api.spotify.com/v1/tracks/3oP2vxUR2bjFCrU9YolGnM;https://api.spotify.com/v1/audio-analysis/3oP2vxUR2bjFCrU9YolGnM;192827;4;5;['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock'];4.0;;0.4320161676181425
38;The Beatles;1;spotify:artist:3WrFJ7ztbogyGnTHbHJFl2;spotify:album:0PT5m6hwPRrpBwIHVnvbFX;139560;Help!;spotify:track:7DD7eSuYSC5xk2ArU62esN;Help! - Remastered;85;0.534;0.725;6;-7.576;0;0.0332;0.188;0.0;0.0994;0.763;95.003;audio_features;7DD7eSuYSC5xk2ArU62esN;https://api.spotify.com/v1/tracks/7DD7eSuYSC5xk2ArU62esN;https://api.spotify.com/v1/audio-analysis/7DD7eSuYSC5xk2ArU62esN;139560;4;5;['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock'];4.0;;0.17474308552673237
39;The Monkees;1;spotify:artist:320EPCSEezHt1rtbfwH6Ck;spotify:album:2Ov6zb7NfgDh3EXSIIWrb2;179613;The Birds The Bees & The Monkees;spotify:track:7uEcCGtM1FBBGIhPozhJjv;Daydream Believer;86;0.51;0.488;7;-10.304;1;0.0304;0.256;0.0;0.11;0.649;125.683;audio_features;7uEcCGtM1FBBGIhPozhJjv;https://api.spotify.com/v1/tracks/7uEcCGtM1FBBGIhPozhJjv;https://api.spotify.com/v1/audio-analysis/7uEcCGtM1FBBGIhPozhJjv;179613;4;5;['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'singer-songwriter', 'soft rock', 'sunshine pop'];4.0;;0.09323951375406332
40;The Beatles;1;spotify:artist:3WrFJ7ztbogyGnTHbHJFl2;spotify:album:1cTeNkeINtXiaMLlashAKs;205293;The Beatles 1967 - 1970;spotify:track:3UDmHZcBTQp8Iu8droNtUl;Revolution - Remastered;87;0.407;0.834;6;-9.224;1;0.208;0.0734;0.00021;0.241;0.71;121.38;audio_features;3UDmHZcBTQp8Iu8droNtUl;https://api.spotify.com/v1/tracks/3UDmHZcBTQp8Iu8droNtUl;https://api.spotify.com/v1/audio-analysis/3UDmHZcBTQp8Iu8droNtUl;205293;4;5;['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock'];4.0;;0.11956387999881216
41;Kesha;1;spotify:artist:6LqNN22kT3074XbTVUrhzX;spotify:album:1IYVB8NfiRqhdZlTxjspNh;218640;Rainbow;spotify:track:2Tuc96S4JToUiQSLW3aMec;Rainbow;88;0.622;0.392;0;-6.269;1;0.028;0.692;0.0;0.123;0.547;120.096;audio_features;2Tuc96S4JToUiQSLW3aMec;https://api.spotify.com/v1/tracks/2Tuc96S4JToUiQSLW3aMec;https://api.spotify.com/v1/audio-analysis/2Tuc96S4JToUiQSLW3aMec;218640;4;5;['dance pop', 'pop'];1.0;;0.23610218159596613
42;Catfish and the Bottlemen;1;spotify:artist:2xaAOVImG2O6lURwqperlD;spotify:album:6PrcsM0LNzEYEmxvLNTJQN;261560;The Ride;spotify:track:3ReFBi6pcCj7IOeb2bsMgV;Soundcheck;89;0.598;0.756;2;-5.775;1;0.0394;0.00106;0.088;0.414;0.611;135.048;audio_features;3ReFBi6pcCj7IOeb2bsMgV;https://api.spotify.com/v1/tracks/3ReFBi6pcCj7IOeb2bsMgV;https://api.spotify.com/v1/audio-analysis/3ReFBi6pcCj7IOeb2bsMgV;261560;4;5;['modern alternative rock', 'modern rock', 'stomp pop', 'welsh rock'];3.0;;0.2645452694724049
43;Noah Kahan;1;spotify:artist:2RQXRUsr4IW1f3mKyKsy4B;spotify:album:4hNSCVOrUcAdeyu6nX3Zvw;208853;Young Blood;spotify:track:1UOuZs8BPGMM6Ls0jP6BjQ;Young Blood;90;0.545;0.458;11;-8.273;1;0.0583;0.38;0.0;0.152;0.343;84.848;audio_features;1UOuZs8BPGMM6Ls0jP6BjQ;https://api.spotify.com/v1/tracks/1UOuZs8BPGMM6Ls0jP6BjQ;https://api.spotify.com/v1/audio-analysis/1UOuZs8BPGMM6Ls0jP6BjQ;208853;4;5;['pov: indie'];4.0;;0.14883326187842535
44;Red Hot Chili Peppers;1;spotify:artist:0L8ExT028jH3ddEcZwqJJ5;spotify:album:7xl50xr9NDkd3i2kBbzsNZ;231733;Stadium Arcadium;spotify:track:42DSTal38NakfMCu7RuNcv;Make You Feel Better;91;0.404;0.877;7;-4.319;1;0.037;0.0241;7.89e-06;0.166;0.68;179.885;audio_features;42DSTal38NakfMCu7RuNcv;https://api.spotify.com/v1/tracks/42DSTal38NakfMCu7RuNcv;https://api.spotify.com/v1/audio-analysis/42DSTal38NakfMCu7RuNcv;231733;4;5;['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock'];4.0;;0.3699133456703485
45;Cage The Elephant;1;spotify:artist:26T3LtbuGT1Fu9m0eRq5X3;spotify:album:4EK8gtQfdVsmDTji7gBFlz;207320;Melophobia;spotify:track:43O3Iu8mDJy10i6k8SVRXX;Take It or Leave It;92;0.71;0.847;0;-3.009;1;0.0892;0.0289;0.00033;0.0613;0.65;119.944;audio_features;43O3Iu8mDJy10i6k8SVRXX;https://api.spotify.com/v1/tracks/43O3Iu8mDJy10i6k8SVRXX;https://api.spotify.com/v1/audio-analysis/43O3Iu8mDJy10i6k8SVRXX;207320;4;5;['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock'];4.0;;0.5001496854402787
0;Willie Nelson;1;spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3;spotify:album:3DDUesugWE5mJjTF5HFsRg;182973;Nashville Rebel;spotify:track:6uvT4Di9ZRBw5cbexZJDts;Highwayman;93;0.675;0.448;11;-13.175;0;0.0389;0.541;0.0135;0.126;0.441;101.344;audio_features;6uvT4Di9ZRBw5cbexZJDts;https://api.spotify.com/v1/tracks/6uvT4Di9ZRBw5cbexZJDts;https://api.spotify.com/v1/audio-analysis/6uvT4Di9ZRBw5cbexZJDts;182973;4;5;['classic country pop', 'classic texas country', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter'];4.0;;0.04813932540001446
0;Willie Nelson;1;spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3;spotify:album:3DDUesugWE5mJjTF5HFsRg;182973;Nashville Rebel;spotify:track:6uvT4Di9ZRBw5cbexZJDts;Highwayman;94;0.675;0.448;11;-13.175;0;0.0389;0.541;0.0135;0.126;0.441;101.344;audio_features;6uvT4Di9ZRBw5cbexZJDts;https://api.spotify.com/v1/tracks/6uvT4Di9ZRBw5cbexZJDts;https://api.spotify.com/v1/audio-analysis/6uvT4Di9ZRBw5cbexZJDts;182973;4;5;['classic country pop', 'classic texas country', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter'];4.0;;0.04813932540001446
1;Willie Nelson;1;spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3;spotify:album:3DDUesugWE5mJjTF5HFsRg;182973;Nashville Rebel;spotify:track:6uvT4Di9ZRBw5cbexZJDts;Highwayman;93;0.675;0.448;11;-13.175;0;0.0389;0.541;0.0135;0.126;0.441;101.344;audio_features;6uvT4Di9ZRBw5cbexZJDts;https://api.spotify.com/v1/tracks/6uvT4Di9ZRBw5cbexZJDts;https://api.spotify.com/v1/audio-analysis/6uvT4Di9ZRBw5cbexZJDts;182973;4;5;['classic country pop', 'classic texas country', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter'];4.0;;0.04813932540001446
1;Willie Nelson;1;spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3;spotify:album:3DDUesugWE5mJjTF5HFsRg;182973;Nashville Rebel;spotify:track:6uvT4Di9ZRBw5cbexZJDts;Highwayman;94;0.675;0.448;11;-13.175;0;0.0389;0.541;0.0135;0.126;0.441;101.344;audio_features;6uvT4Di9ZRBw5cbexZJDts;https://api.spotify.com/v1/tracks/6uvT4Di9ZRBw5cbexZJDts;https://api.spotify.com/v1/audio-analysis/6uvT4Di9ZRBw5cbexZJDts;182973;4;5;['classic country pop', 'classic texas country', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter'];4.0;;0.04813932540001446
2;The Cadillac Three;1;spotify:artist:1nivFfWu6oXBFDNyVfFU5x;spotify:album:38EqiWi4sn8aQzvg32Zm5D;208453;Bury Me In My Boots;spotify:track:4YZFC2igC3mzuktFHSF9mY;Drunk Like You;95;0.543;0.793;0;-5.905;1;0.0403;0.225;0.000114;0.363;0.553;140.06;audio_features;4YZFC2igC3mzuktFHSF9mY;https://api.spotify.com/v1/tracks/4YZFC2igC3mzuktFHSF9mY;https://api.spotify.com/v1/audio-analysis/4YZFC2igC3mzuktFHSF9mY;208453;4;5;['modern country rock', 'modern southern rock'];4.0;;0.2567438208106129
3;Chris Lane;1;spotify:artist:68abRTdO4meYReMWHvBYb0;spotify:album:2QSiy6dksBLC7alEkA19f7;190240;Girl Problems;spotify:track:17Vry8h1fUTYg8NL6pHhem;Fix;96;0.532;0.883;0;-2.743;0;0.0352;0.0951;0.0;0.304;0.7;99.995;audio_features;17Vry8h1fUTYg8NL6pHhem;https://api.spotify.com/v1/tracks/17Vry8h1fUTYg8NL6pHhem;https://api.spotify.com/v1/audio-analysis/17Vry8h1fUTYg8NL6pHhem;190240;4;5;['contemporary country', 'country', 'country road', 'modern country rock'];4.0;;0.5317408188271431
4;Travis Tritt;1;spotify:artist:2M4Yt7oKGoYd0wqU44k4i2;spotify:album:2ewYJg5AuA9bXWrvOs1mtB;241533;Down The Road I Go;spotify:track:3oW6SWwGqiZSPTiAp7ZQoH;It's A Great Day To Be Alive;97;0.595;0.653;7;-4.935;1;0.0265;0.246;0.0;0.264;0.542;128.93;audio_features;3oW6SWwGqiZSPTiAp7ZQoH;https://api.spotify.com/v1/tracks/3oW6SWwGqiZSPTiAp7ZQoH;https://api.spotify.com/v1/audio-analysis/3oW6SWwGqiZSPTiAp7ZQoH;241533;4;5;['contemporary country', 'country', 'country road', 'outlaw country'];4.0;;0.3209962804210691
5;Alan Jackson;1;spotify:artist:4mxWe1mtYIYfP040G38yvS;spotify:album:07KOJyGSNCoYVoWZafFt5W;237266;16 Biggest Hits;spotify:track:2LbOTztU3giUjjYmgtKgj3;Chattahoochee - Extended Mix;98;0.579;0.801;0;-7.454;1;0.0449;0.121;7.58e-05;0.0821;0.972;174.755;audio_features;2LbOTztU3giUjjYmgtKgj3;https://api.spotify.com/v1/tracks/2LbOTztU3giUjjYmgtKgj3;https://api.spotify.com/v1/audio-analysis/2LbOTztU3giUjjYmgtKgj3;237267;4;5;['country'];4.0;;0.179721485654766
6;Wheeler Walker Jr.;1;spotify:artist:6PjV05LlULv9XmFu7HeAia;spotify:album:4EU58O4MFotiQzGwnGBcmP;191520;Redneck Shit;spotify:track:0nJzekxLI0x35YtKg0FdZ2;Eatin' Pussy/Kickin' Ass;99;0.586;0.848;11;-6.899;0;0.297;0.038;0.00064;0.122;0.645;137.723;audio_features;0nJzekxLI0x35YtKg0FdZ2;https://api.spotify.com/v1/tracks/0nJzekxLI0x35YtKg0FdZ2;https://api.spotify.com/v1/audio-analysis/0nJzekxLI0x35YtKg0FdZ2;191520;4;5;['outlaw country', 'redneck'];4.0;;0.20422081263346364
7;Whiskey Myers;1;spotify:artist:26opZSJcXshCmCwxgZQmBc;spotify:album:1fj1fp1TtkbRqQBH3KHHHd;220186;Firewater;spotify:track:391R7sGZ4SX7qPdpAsfiGW;Ballad Of A Southern Man;0;0.61;0.559;7;-6.524;1;0.0264;0.392;0.0;0.131;0.378;73.972;audio_features;391R7sGZ4SX7qPdpAsfiGW;https://api.spotify.com/v1/tracks/391R7sGZ4SX7qPdpAsfiGW;https://api.spotify.com/v1/audio-analysis/391R7sGZ4SX7qPdpAsfiGW;220187;1;6;['classic texas country', 'modern southern rock'];4.0;;0.22263836295529082
8;Jason Boland & The Stragglers;1;spotify:artist:1sX1MkGoDKuMzzhaALPFyZ;spotify:album:77K4BgKsROJot7MZJhejJJ;353653;Pearl Snaps;spotify:track:1kRlt3v0NI6OLhyMkZZAee;Somewhere Down in Texas;1;0.479;0.486;4;-11.195;1;0.035;0.142;0.000694;0.0856;0.515;72.374;audio_features;1kRlt3v0NI6OLhyMkZZAee;https://api.spotify.com/v1/tracks/1kRlt3v0NI6OLhyMkZZAee;https://api.spotify.com/v1/audio-analysis/1kRlt3v0NI6OLhyMkZZAee;353653;4;6;['classic texas country', 'outlaw country', 'red dirt', 'texas country'];4.0;;0.07594514226678695
9;Cody Johnson;1;spotify:artist:6zLBxLdl60ekBLpawtT63I;spotify:album:3KzIZXKtYfxYkoHmLU1R3k;196906;A Different Day;spotify:track:24Nt4OalWDICkEKVy81X6k;Diamond In My Pocket;2;0.546;0.838;7;-3.51;1;0.0319;0.27;1.24e-05;0.0841;0.719;151.914;audio_features;24Nt4OalWDICkEKVy81X6k;https://api.spotify.com/v1/tracks/24Nt4OalWDICkEKVy81X6k;https://api.spotify.com/v1/audio-analysis/24Nt4OalWDICkEKVy81X6k;196907;4;6;['classic texas country', 'contemporary country', 'modern country pop'];4.0;;0.4456562483975033
10;Merle Haggard;1;spotify:artist:2ptmyXoL7poH6Zq62h1QT9;spotify:album:0ccRWSH0F4RR5zl7OxFbLM;169040;Merle Haggard - The Best Of The Capitol Years;spotify:track:0ToT7hkqQq1L91VtznrmGX;I'm Bringin' Home Good News;3;0.667;0.502;0;-11.355;1;0.0406;0.331;0.000477;0.241;0.719;101.598;audio_features;0ToT7hkqQq1L91VtznrmGX;https://api.spotify.com/v1/tracks/0ToT7hkqQq1L91VtznrmGX;https://api.spotify.com/v1/audio-analysis/0ToT7hkqQq1L91VtznrmGX;169040;4;6;['bakersfield sound', 'country', 'country rock', 'nashville sound', 'outlaw country'];4.0;;0.07319813231998079
11;Merle Haggard;1;spotify:artist:2ptmyXoL7poH6Zq62h1QT9;spotify:album:6u0llsaFIcmb2aTcobahaZ;186800;Prison;spotify:track:2VN8jqhBgwIsU849PKxCfE;Branded Man - 2001 Digital Remaster;4;0.731;0.465;2;-8.133;1;0.03;0.386;0.0;0.0854;0.519;120.877;audio_features;2VN8jqhBgwIsU849PKxCfE;https://api.spotify.com/v1/tracks/2VN8jqhBgwIsU849PKxCfE;https://api.spotify.com/v1/audio-analysis/2VN8jqhBgwIsU849PKxCfE;186800;4;6;['bakersfield sound', 'country', 'country rock', 'nashville sound', 'outlaw country'];4.0;;0.1537092487616168
12;David Allan Coe;1;spotify:artist:6nwh8AhPpbwOUnHZJWrHT6;spotify:album:2TNPdandIZVfhEGTgdF2go;196800;Playlist: The Very Best Of David Allan Coe;spotify:track:3IFcgzuNTeAGyReULkmYFj;Jack Daniel's, If You Please;5;0.716;0.604;2;-9.887;1;0.0303;0.418;5.66e-05;0.065;0.644;102.666;audio_features;3IFcgzuNTeAGyReULkmYFj;https://api.spotify.com/v1/tracks/3IFcgzuNTeAGyReULkmYFj;https://api.spotify.com/v1/audio-analysis/3IFcgzuNTeAGyReULkmYFj;196800;4;6;['country', 'outlaw country'];4.0;;0.10263606662641495
13;Mark Chesnutt;1;spotify:artist:2cNV8vNe2fPFf6OfGOBbSS;spotify:album:3BHgJUyzqtmUFnUngsDVeg;155493;Greatest Hits: Mark Chesnutt;spotify:track:4s6Q9zPmiYcpo5MR7uoVnt;Goin' Through The Big D;6;0.566;0.861;10;-7.543;1;0.0365;0.143;0.000213;0.0817;0.862;173.793;audio_features;4s6Q9zPmiYcpo5MR7uoVnt;https://api.spotify.com/v1/tracks/4s6Q9zPmiYcpo5MR7uoVnt;https://api.spotify.com/v1/audio-analysis/4s6Q9zPmiYcpo5MR7uoVnt;155493;5;6;['country', 'country road'];4.0;;0.17607593367630317
14;Gary Stewart;1;spotify:artist:3KmQJ2e3T7Gn1UurVpReXs;spotify:album:4vslpYaKUd2FnMGkZcq7vK;181280;Out Of Hand;spotify:track:58e5NT8x76aW7vfg2HxIpi;Out of Hand;7;0.696;0.449;7;-10.481;1;0.0292;0.555;0.0;0.28;0.689;111.688;audio_features;58e5NT8x76aW7vfg2HxIpi;https://api.spotify.com/v1/tracks/58e5NT8x76aW7vfg2HxIpi;https://api.spotify.com/v1/audio-analysis/58e5NT8x76aW7vfg2HxIpi;181280;4;6;['classic country pop', 'classic texas country', 'outlaw country'];4.0;;0.08951586239272412
15;Merle Haggard & The Strangers;1;spotify:artist:3mSAqBoXQgdlpwzWsIgBzL;spotify:album:44YPIDUqls7ywVmbdhpi83;162533;Keep Movin On;spotify:track:1r717VaFVWg0GpgMGwWssL;Kentucky Gambler;8;0.378;0.57;8;-12.024;1;0.114;0.723;1.67e-05;0.151;0.851;198.882;audio_features;1r717VaFVWg0GpgMGwWssL;https://api.spotify.com/v1/tracks/1r717VaFVWg0GpgMGwWssL;https://api.spotify.com/v1/audio-analysis/1r717VaFVWg0GpgMGwWssL;162533;4;6;['bakersfield sound'];4.0;;0.0627480161997852
16;Clint Black;1;spotify:artist:3Ay15wt0QChT4Kapsuw5Jt;spotify:album:0WDLHYfYqgIImdedUu4XXz;167933;Killin' Time;spotify:track:3otZLoLcx2d74hx8RaHXh6;Killin' Time;9;0.711;0.491;7;-10.323;1;0.0295;0.381;9.12e-06;0.249;0.671;121.294;audio_features;3otZLoLcx2d74hx8RaHXh6;https://api.spotify.com/v1/tracks/3otZLoLcx2d74hx8RaHXh6;https://api.spotify.com/v1/audio-analysis/3otZLoLcx2d74hx8RaHXh6;167933;4;6;['contemporary country', 'country', 'country road'];4.0;;0.09283249011205144
17;Merle Haggard & The Strangers;1;spotify:artist:3mSAqBoXQgdlpwzWsIgBzL;spotify:album:7gC2wqVTLdW3xF1APhY7at;172266;Best Of The Best Of;spotify:track:5Afue9VTRQFArYOjtyUCri;The Fightin' Side Of Me;10;0.757;0.399;4;-13.656;1;0.0287;0.308;0.0;0.0899;0.653;95.238;audio_features;5Afue9VTRQFArYOjtyUCri;https://api.spotify.com/v1/tracks/5Afue9VTRQFArYOjtyUCri;https://api.spotify.com/v1/audio-analysis/5Afue9VTRQFArYOjtyUCri;172267;4;6;['bakersfield sound'];4.0;;0.043092332281862634
18;Brooks & Dunn;1;spotify:artist:0XKOBt59crntr7HQXXO8Yz;spotify:album:2X3fLHcJN2Quyzaf4Hm3hz;263760;The Essential Brooks & Dunn;spotify:track:12TE7Vt592RcM1G3EaaZ0f;Neon Moon;11;0.698;0.632;9;-6.508;1;0.0247;0.554;0.0;0.118;0.458;102.408;audio_features;12TE7Vt592RcM1G3EaaZ0f;https://api.spotify.com/v1/tracks/12TE7Vt592RcM1G3EaaZ0f;https://api.spotify.com/v1/audio-analysis/12TE7Vt592RcM1G3EaaZ0f;263760;4;6;['contemporary country', 'country', 'country road'];4.0;;0.22346010577312225
